Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Latias,Dragon Breath,Outrage,32.5,1.363952573230623,1.2827719306613734,1.2732200086149403,1.3072323921760374,1.271679399544297,1.2760191379009231,1.2393618097399293,1.2702749407397167,1.4862048990735754,1.2510481522139811,1.3676896981208764,1.2587351379412337,,1.2364528387007219,1.340404968594934,1.3746121663549582,1.3562366987155299,1.3563649947926888,1.322436128206447,1.382929807217946,1.2995567176766243,1.3378120669415638,1.2628445280242018,1.3014561955766322,1.2933480790498628,1.336704332355628,1.3201621696045487,1.304696890198749,1.34258475160043,1.271186752022925,1.2470262351069197,1.2710613381456901,1.2354864182446244,1.2587861397528344,1.320984373683494,1.3609769850477345,1.4491370984751213,1.3109118930179722,1.3027819970070602,1.3365283470462963,1.3069560809803513,1.344822445511196
Mega Altaria,Dragon Breath,Dragon Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5808410641124395,,,,,,,,,,,,,,,
Mega Altaria,Peck,Dragon Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1.934592585150206,,,,,,,,,,,,,,,
Rayquaza,Dragon Tail,Outrage,45,1.0641266719623992,1.092019160033242,1.074557486433132,1.0914846802077565,1.0638085722524806,1.1039871980764622,1.0899576158315154,1.1161113789859496,1.2177037466124936,1.102240919052268,1.1551267940610115,1.0912961506035368,1.2732206066074405,1.094068833287063,1.1210343671960303,1.1776478092128733,1.1767278462862059,1.1522082018927444,1.1260483393238436,1.181981992278051,1.0772862307017508,1.1181054978026588,1.0794587302236214,1.1006025918809534,1.095406068182911,1.1282973505794105,1.1181218393114303,1.094287596146332,1.1148984634036574,1.0769914674357302,1.0640984592696083,1.1066868475181433,1.0762489073178023,1.1013814102668256,1.1090277462716556,1.1431710209927992,1.173306481752149,1.1343075511283955,1.1115201237590695,1.1105355745579912,1.130673743005655,1.1616426647584404
Exeggutor (Alola),Dragon Tail,Draco Meteor,30,,,,1.5181287950226268,,,,,,,,,,,,,1.5452017267142621,1.6229982038549198,,,,,,,,,,1.578695796167915,,,,,1.4819467778467417,1.5147873616071283,,,,,,,1.578282000059632,1.5935080552988063
Exeggutor (Alola),Dragon Tail,Dragon Pulse,30,,,,1.6180887139290947,,,,,,,,,,,,,1.7396910328588895,1.7511433444523268,,,,,,,,,,1.657813947776773,,,,,1.5738523181110653,1.6192819006333494,,,,,,,1.6621346293369907,1.7166284027550016
Exeggutor (Alola),Bullet Seed,Dragon Pulse,30,,,,2.1738055917283265,,,,,,,,,,,,,2.161302129714881,2.318068615760796,,,,,,,,,,2.0131525577622233,,,,,1.9777629017739635,2.1117931686646365,,,,,,,2.1496268026277865,2.256775693968216
Exeggutor (Alola),Bullet Seed,Draco Meteor,30,,,,2.277010249783379,,,,,,,,,,,,,2.2853946236396845,2.3171818634627868,,,,,,,,,,2.046648879362634,,,,,2.1455663912078484,2.1513994456161103,,,,,,,2.299919496705328,2.361807646819126
Mega Altaria,Dragon Breath,Dragon Pulse,36.5,1.5557436987816757,,,,,,,,,,,,,,,,,,,,,,,,,,1.6088560679638746,,,,,,,,,,,,,,,
Mega Altaria,Peck,Dragon Pulse,36.5,2.053172577890378,,,,,,,,,,,,,,,,,,,,,,,,,,1.9775853920835333,,,,,,,,,,,,,,,
Mega Charizard Y,Dragon Breath,Dragon Claw,50,1.159653490321835,1.2244020745083866,1.180378225821205,1.2378106076859239,1.159055370756215,1.242442519282085,1.1943037633230267,1.2662851979108012,1.2094765112633323,1.2148985469673463,1.1309148931460984,1.194960833985597,1.1412257946973905,1.1899617400055527,1.295616263607961,1.4054766975492157,1.2470567370534165,1.3267587882812855,,,1.196326181203304,1.2820563892408685,1.1870504067699603,1.2518049139446465,1.2153502909073424,1.2965677741982016,1.2030673796473053,1.2526578623232898,1.166092012087034,1.2233492840544835,1.216374141343579,1.2885231109558737,1.2341800740261724,1.280324571294873,1.237379367558704,1.3040488427711272,1.1725257260842699,1.2267817695401682,1.1922801014411242,1.261618410284217,1.2908554220459763,1.3733563910671158
Mega Charizard Y,Wing Attack,Dragon Claw,50,1.389150108330138,1.4752455085645935,1.289754707033816,1.3555459094832532,1.2680869815972349,1.35792383017956,1.3047892087276995,1.3797083685972762,1.3381490948420784,1.3385744319723896,1.2293742089833335,1.3045411650606553,1.2509087833148251,1.2978683717379236,1.3980216430092647,1.5058691257391812,1.3614364632544942,1.4429497532187223,,,1.3069730089376905,1.3964918823394796,1.3049441968848372,1.377180000817628,1.32752031543011,1.4127806895225272,1.3158511671522823,1.3812102064890168,1.2731283925898031,1.342705989327406,1.3152966973260372,1.3986615632398027,1.4848551810196633,1.531035424025685,1.354777660394968,1.4254233882728091,1.2985197094552843,1.3539219096321569,1.2987102068675955,1.377265333203108,1.40002186509238,1.4715803492451573
Mega Charizard Y,Fire Spin,Dragon Claw,50,1.4190147369347983,1.5083022530100367,1.4423256347697666,1.5246964397677625,1.4537859495639953,1.572118450284916,1.5010022827432032,1.6026602219352404,1.3240299275306548,1.3180711568764862,1.2084581689259477,1.2862871664651188,1.2477855184619657,1.2994191594947253,1.5557518297099489,1.6931471011124202,1.541213228080238,1.6550344890042716,,,1.4680273089033637,1.581865260820369,1.5085793712440212,1.5971546543477373,1.4839236428331009,1.5921815646487474,1.6386218932687333,1.7556459805530438,1.5833536926991008,1.7087906536734112,1.483896553731517,1.5823776535879224,1.5173383074068416,1.56641395513585,1.6955233941059427,1.8108476839219396,1.4905587768407889,1.5718804000725253,1.456285229628981,1.5410563752648012,1.5693670055755986,1.668077958993013
Mega Charizard Y,Ember,Dragon Claw,50,1.4567991150134014,1.5486825183959434,1.5003983162614485,1.5893317766568376,1.4505428226779251,1.5677990195481148,1.5142578724293851,1.6146699126353377,1.4056460465926446,1.3853007538594282,1.2680532891202385,1.3570033018972325,1.3087650957801222,1.3609366324264298,1.5913125263510663,1.7343855742100085,1.572902359138454,1.6894668920652651,,,1.4986883759169716,1.6176901854920391,1.5171350312742733,1.611729692163035,1.5294052026734624,1.6428946482665767,1.6521261037989663,1.7685287518001271,1.544340861706329,1.6535834014530157,1.4979576590212287,1.5957450421081227,1.5636485349122118,1.6080512398896432,1.6641022483488992,1.7692055920306433,1.5234939001150782,1.6009959260095246,1.5113515042721801,1.6060557072981254,1.5990339604639374,1.6959062583857598
Mega Charizard Y,Air Slash,Dragon Claw,50,1.4903878787656417,1.5900754550140985,1.3582601146552111,1.431179431912866,1.3400307863516547,1.4344104494888572,1.3366085247139827,1.4135777700599852,1.3931046774931846,1.3881646905368565,1.2742124039461795,1.3574801755377905,1.3153651617157136,1.3693694475291507,1.4340147674079198,1.5438124993243314,1.410758758093973,1.5016263414486892,,,1.355445888620019,1.4537795539206755,1.375065614651895,1.443790523690773,1.384276578352647,1.469386930807328,1.3739241099835895,1.4415716832073708,1.3317413227770787,1.4013501474140544,1.3647640392750418,1.448989987192921,1.5921606348442947,1.6513198301102594,1.410075765922834,1.4864476865144434,1.3720495021295018,1.432062231037073,1.3722797197458807,1.4492272355272953,1.4247095421250882,1.4992198137491677
Shadow Gyarados,Dragon Tail or Dragon Breath,Outrage,35,,1.4409908034041898,1.3553629667326923,1.3762550288467454,1.3538196602129051,1.395541665143595,1.3840268669096647,1.394561372748025,,,1.3646111467704385,1.3544197333129437,1.2958382495835647,1.3417372293170462,1.4442546567064138,1.5021286256364794,1.4457005720495677,1.4575679591867539,1.4126556913658554,1.4840732423232894,1.3877321828899805,1.4266465226069747,,,,1.441615617637159,1.4438304475479196,1.412611496254619,1.397738732698366,1.3594661866142528,1.3488958745682462,1.399539624325688,,1.4623938595322508,1.4375141777550213,1.462557764224744,,,,1.4262693892763845,1.410745699036942,1.461929892562887
Haxorus,Dragon Tail,Dragon Claw,32.5,1.3067715050459279,1.2522798861845594,1.359572313111507,1.2719710085633837,1.2523160840410539,1.2786713130500826,1.2823588121642902,1.3024036240655759,1.3151687373158394,1.2326533340354773,1.348638897999344,1.2259012811200292,1.3221951346474181,1.2257838527207108,1.316749008118831,1.3642166030637506,1.274217771270735,1.3417279217544866,1.303030303030303,1.3704687836311444,1.2525353121411045,1.2972046938766861,1.248269490208904,1.2640627938350846,1.2879761504063085,1.3242429196518728,1.279660701593787,1.2803100498267783,1.2497093049955454,1.247528862845229,1.2669087398610626,1.295559727558505,1.2283697669052964,1.271160664090807,1.2907006889578783,1.329983602413621,1.3407859730398777,1.3004558725037096,1.2545671519809423,1.3039776012250173,1.2965204687080711,1.345706987884751
Haxorus,Counter,Dragon Claw,32.5,1.6636739051868212,1.5478588057450746,1.7554654146730064,1.5845220454330005,1.7128746248167237,1.7835796647618118,1.6913668810040023,1.741057850849538,1.3933538035266526,1.2958948890680257,1.4338503824043687,1.2932813131933028,1.4061892698500833,1.300583877012771,1.8190743883849902,1.933715311185825,1.5670384737294916,1.699330596350354,1.8760431011986733,2.0576822343746723,1.8030360177482445,1.9983959621472493,1.7197759699112873,1.7855884877969013,1.734730970813098,1.8197470789056112,1.5540726600206154,1.5712180582069057,1.5370868043755797,1.538223867299797,1.7123064384678075,1.8235509566499786,1.515758995739758,1.6088051499858642,1.566355134129664,1.6463403568581445,1.9842526022105376,1.8173327758269164,1.6619010892908663,1.7977576527089698,1.6187125436059513,1.6931631831599034
Hydreigon,Dragon Breath,Dragon Pulse,40,1.3406244439022332,1.3893610815035233,1.3991927235352521,1.4245668830380471,1.3478106355066548,1.395155820366918,1.3291997248569491,1.3739020409814784,,,,,,,1.4339261197176245,1.5089393628176992,1.4963246947308046,1.505003547009192,1.418510962919788,1.500456193083008,1.374539660206724,1.447975776273801,1.3725783900903479,1.4227218838150526,1.3935240659710535,1.4571293936625473,1.4200557434758179,1.4047616389623825,1.4103382716276165,1.3783902936341008,,,,,1.4312986499536589,1.469969084392479,1.4179077968259137,1.4191899382425968,1.3894212040688714,1.4438543136614341,1.4110935527793513,1.4628740670065694
Hydreigon,Bite,Dragon Pulse,40,1.552606619420906,1.6437745485632727,1.5717227053573952,1.6168363876457097,1.5321327468492727,1.6097606543927412,1.4740999686417846,1.5400264015942113,,,,,,,1.4339261197176245,1.5089393628176992,1.7092018474635111,1.7434342595806982,1.418510962919788,1.500456193083008,1.374539660206724,1.447975776273801,1.3725783900903479,1.4227218838150526,1.3935240659710535,1.4571293936625473,1.6677402309372569,1.645459585980032,1.6623143547305674,1.6269937636048017,,,,,1.6672942686222787,1.7409440602497877,1.4179077968259137,1.4191899382425968,1.3894212040688714,1.4438543136614341,1.6724807935040797,1.7614816581690966
Shadow Flygon,Dragon Tail,Dragon Claw,40,1.381628456061626,1.325718730565243,,1.3363934666154427,,1.3516548679395481,1.3095207588013744,1.3396996692214058,,1.2955282889699957,,1.2850939763011908,,1.3199654705719046,1.3973362450135673,1.4613960930152106,1.351048254418668,1.4131020482091377,1.3688706792610243,1.4509530530650652,1.328213267109384,1.3825937525162417,,1.3376591308613712,,1.3990748665672932,1.3992784606167505,1.3663626451730542,1.318623768105293,1.3154256638224786,1.334992432180696,1.3479717274032676,1.2769059789620087,1.3357369633671183,1.354272122158778,1.4055064780188085,,,,1.3943383369089197,1.363447528747627,1.4093443453889503
Mega Ampharos,Volt Switch,Dragon Pulse,35,,,,,,,,,,,,,,,,,,,,,,,1.5084256571685541,,1.5468404096744721,,1.5038477138848885,,,,,,,,,,,,,,,
Mega Ampharos,Charge Beam,Dragon Pulse,35,,,,,,,,,,,,,,,,,,,,,,,1.518000081762806,,1.5216656248497378,,1.5316729368773978,,,,,,,,,,,,,,,
Rayquaza,Dragon Tail,Outrage,35,1.2349544022763088,1.1708827667939232,1.1421016130561252,1.1615783635272028,1.1587812178885761,1.183901743612238,1.202121400127456,1.2190919267768814,1.36432555709037,1.184448459266881,1.2594796242155226,1.1734089624074673,1.4056036576901723,1.1900745245696835,1.22731646144366,1.2763775526751062,1.2653162875643367,1.2515848338943143,1.208319285634013,1.2639081747133794,1.1842842431356928,1.2281611411765205,1.1615796574138424,1.1869784555005929,1.201542530172621,1.2144405443092754,1.2322508381987936,1.2090212889469394,1.1892300485869376,1.1590308329582923,1.1668510109830403,1.2014398261342025,1.1795313408875991,1.19584439555583,1.208745163360144,1.2286199454277955,1.324065405863438,1.2238668867090223,1.2267022765875997,1.2324030073094638,1.2146058817098502,1.2408241152091595
Shadow Dragonite,Dragon Tail,Dragon Claw,36.5,1.1436635583285788,1.0860183491624364,1.0504905360388903,1.0776858074677231,1.0614691344486278,1.1034713845329043,1.07607064702451,1.1154875865301292,1.1459979826867535,1.0679627971790022,1.0695269695183174,1.042805948646544,1.1519446661576902,1.0730019780677402,1.1064637139057956,1.1828780229402924,1.1013463541273603,1.1463179025855434,1.1217016478189399,1.1790086419541446,1.0687998745587306,1.113821000394123,1.068096970688034,1.101132414864478,1.092555657065923,1.1323344713179784,1.0943359716593917,1.0983957935630797,1.0859961240666072,1.081692184758948,1.0579568828346333,1.1062090076454378,1.063464931806882,1.1000393203110528,1.10601396063283,1.1454394617962163,1.1525665029916634,1.1116933887386171,1.0585430692563567,1.1025603892393376,1.1062146555751016,1.1457805341045748
Shadow Dragonite,Dragon Breath,Dragon Claw,36.5,1.1602607261513174,1.1128816550570269,1.069741102745638,1.1124615612334332,1.108893519026209,1.1726899067067944,1.1269872847494546,1.1914073432173529,1.1870207361978102,1.0990043060320909,1.113709211709763,1.0838573242358451,1.1638022279289284,1.0887159043586898,1.1746013556610198,1.2736294742759537,1.1568457277406308,1.2178844731559326,1.172202888778412,1.2576452817825625,1.0928795128132325,1.1577868939300835,1.1223711213768857,1.171402640938637,1.1120161561763715,1.1689801413665433,1.161488626172641,1.1735192441512143,1.1072917145035224,1.1083846909815662,1.1053163930608918,1.1751028447238716,1.100442272259033,1.154418335613478,1.1211541826807785,1.1794174644016824,1.1963545000758555,1.1612260454170382,1.0752994904368502,1.1341512837870455,1.1766202530387508,1.2403172426130773
Shadow Dragonite,Dragon Breath,Outrage,36.5,1.182157906999356,1.0567517836405897,1.0659791345477405,1.0579645789572596,1.1329377408991401,1.0992677072291064,1.1246505919284628,1.1353199718113247,1.2548944151209376,1.0541170608799213,1.199781885642884,1.0469710475324303,1.229549122015547,1.0433526513048308,1.1515097134085035,1.188229316439822,1.1565098938915974,1.1572117489019365,1.1274921570980405,1.1761895782261613,1.0757944966880963,1.1050210410777779,1.1195650218715507,1.104134745104452,1.0825599846131653,1.1020031735346443,1.1411076504013307,1.119171215825491,1.0831874500583227,1.0525565546442315,1.1011419645282725,1.107412096868087,1.0746143522384954,1.0881067432708649,1.1037941292752007,1.11223921032335,1.2068632493496787,1.094701777236717,1.0811517766229626,1.0852875568473321,1.1255354462963514,1.1710744705169107
Shadow Dragonite,Dragon Tail,Outrage,36.5,1.1862085919283498,1.056707754456579,1.051905847681866,1.0440542774509756,1.0893657118023825,1.0733165998545975,1.0809235837382365,1.0910349222619726,1.2174384172597759,1.068434718852157,1.1571328827514602,1.0447999645865989,1.260697182121044,1.0592162340366464,1.1127858077209976,1.1408309099361087,1.124907551356165,1.1112968469352331,1.0930805318887535,1.1298521705838318,1.0557196557145703,1.0875122368805807,1.0741621356444955,1.0605437226605618,1.0788248305043997,1.0916939943261046,1.0887151091612057,1.0703249718119607,1.0720960349752473,1.0435757781716983,1.0562565490743974,1.0818270462219117,1.0467749220905407,1.0580023332217632,1.0936444769947695,1.0992928945952778,1.1695553392956919,1.0743642021676145,1.078463070423895,1.0755026870222495,1.0779689316914636,1.1104087778407228
Shadow Dragonite,Dragon Breath,Dragon Pulse,36.5,1.2714325812292582,1.1555496034621615,1.1348288071633728,1.1499082791573325,1.2317282190623564,1.1984947992185628,1.2179817447980767,1.2433759984894108,1.3238759959977804,1.1490482575355563,,1.1409755184743262,1.3018765616324266,1.1383844912548584,1.2460492319001957,1.3011080961286905,1.2360496883160008,1.2628107406457068,1.2245098543420248,1.2944359682055326,1.165963884780499,1.2011955061512838,1.2003810146764238,1.2121417767057765,1.1705669086887531,1.2063028321392508,1.2275639952219877,1.2179856436362013,1.1670821201906738,1.1466572370656796,1.1972775255171342,1.2115302518725501,1.1687068817043567,1.188526268242512,1.1952673843581285,1.216000933301359,1.2924799538207075,1.201439587642599,1.1715731344925642,1.186651219235644,1.2302891161533338,1.277984833576831
Shadow Dragonite,Dragon Tail,Draco Meteor,36.5,1.2231252281720735,1.0766915003494817,1.0612043287581014,1.06090995724129,1.0858606166205682,1.1233789442474604,1.116630644057281,1.1323443132045061,1.3186382730502344,1.090773019853117,1.1635153434596879,1.038673043761708,1.3351111361743477,1.0639596925319268,1.1369196008691798,1.1619333845039512,1.0756041235868565,1.1252547054473006,1.0986729447977797,1.1586580494745684,1.049227222450597,1.0973102171066293,1.071225215649401,1.0799493070602184,1.1339135452228686,1.1393335577246717,1.1602271416397811,1.0828412055177854,1.157561284752519,1.0655859364236706,1.064079054604727,1.1145990996235495,1.0974883745113395,1.0978003373097758,1.1439876596820293,1.1413011776448398,1.2479990823345706,1.1342659231603214,1.1393771407209325,1.1018003666519602,1.1182603337408192,1.1297991393104545
Shadow Dragonite,Dragon Breath,Draco Meteor,36.5,1.2290856789575357,1.0968953921624383,1.083115880927553,1.0853178463979403,1.153635267024893,1.186407703898657,1.1756211792712081,1.2100646383858276,,1.1285105503862467,1.2036029111425448,1.081819041544346,,1.0794306982232094,1.2175998097317866,1.2505032378028345,1.149027213862014,1.200307910585181,1.1585951919725255,1.2387632691234425,1.0803947162103176,1.1408163005844039,1.1419075262663014,1.159180736682883,1.1325595037745828,1.1675549358080493,1.2728062635125832,1.1714446788796231,1.1840351956795283,1.0884796605343645,1.1311488531843055,1.185474638103,1.1379363010960943,1.1455891384952344,1.15592938019716,1.1751722394695736,1.3084669436930854,1.1884609122630443,1.1738801454483403,1.1202407374352101,1.1857141437331664,1.228997087967242
