Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Shadow Mamoswine,Mud-Slap,High Horsepower,50,1.107036449081831,1.0458091575491184,0.93409800947335,1.044710034866513,0.9936986560918678,0.8758768261840959,1.0494292638671983,0.9987289541997268,0.8777251610934675,1.0123150007946509,1.0083677325869442,0.8497142656745381,1.0059891909771321,0.9688292146708359,0.8456168077526313,0.9917261341727117,1.03600031085802,0.823534555123791,1.0815702960941505,1.0551515899879138,0.9086091596207211,1.071966644197805,0.9814386543111728,0.9043749157164495,1.0098988653670289,0.9927608890370649,0.8431599640256782,1.0903825456897294,1.027311729346356,0.9184282328925629,1.0635415823030931,1.0474218594957785,0.8928407551639781,1.0105177076067966,1.012047516235734,0.8400028444429716,1.2240567262547442,1.043086977495066,1.0273938548119697,1.129563035118226,1.0500066517849835,0.9330867123679735,0.9854681798106456,0.9871505744019353,0.8176797829487912,1.0148644763318975,1.0202370316748313,0.8409042229102877,0.9743064704520688,0.9957352680762401,0.8279941277713471,0.9740487318532952,0.9415020543873117,0.8424885972783728,1.0235072281228454,1.0536903887637632,0.8500610039062387,0.9947998023832938,1.0495066039943723,0.8402279432917827,1.026196133969268,1.0345274522404941,0.8649727081902623,0.9919461181713182,0.9960051773762987,0.8221190874401596
Groudon,Mud Shot,Earthquake,50,1.2125350790273501,1.2205382355677905,1.0383653106872046,1.2033909928904687,1.1849425485311036,1.0230133160000026,1.2024200879739784,1.179408778531275,1.0206687373276828,1.177200163049159,1.1853280431730546,1.0001173518733748,1.1869302391067122,1.212775774137103,0.9728121724973926,1.1911051605856335,1.2774991847931827,1.0097516125538823,1.2017098935491615,1.2038632912299816,1.010720392898971,1.1497530121668604,1.133187683255796,0.9837203806145124,1.1991179156543281,1.2238738762078216,1.002801738686818,1.2000042948598109,1.232983386471697,1.012299678475005,1.2087125649844237,1.2194711849066124,1.0392734356597795,1.1826555257015616,1.213272525310163,0.9868223584954346,1.1689547060994991,1.1482655176880996,0.9702785786827155,1.2464849503129538,1.2607196760928827,1.0476533123537102,1.1781923034533157,1.1888028178948202,0.9963585868183619,1.1775126076766522,1.218270885194587,1.0102801014389529,1.2131312863885013,1.2811531707459725,1.0145014857996788,1.1255908735295481,1.158711625658778,0.9642360856897423,1.266907488633018,1.3148166091423243,1.011076960590237,1.292677665210561,1.3591215281715219,1.0235169415451089,1.2131127713777679,1.2770534862376255,1.0236218769950909,1.1695320635950097,1.2169074558683326,1.0233811463965667
Mega Blaziken,Counter or Fire Spin,Focus Blast,50,1.1329327696772349,0.9475981067310887,1.1348961161366435,0.9531390258505269,0.9112061064744782,0.9556943618592625,0.9567982316694678,0.9156849194620009,0.8970046223023469,0.9030208684271779,0.8976552260247596,0.8574940731475209,0.9124914748530039,0.8980848199371151,0.8536419691027972,0.9276440393714895,0.9424328423044974,0.8644872819229232,0.9321654128615805,0.8957261917351863,0.8730114934922859,0.9317435790936586,0.8891006981247944,0.932427671610677,0.9314488774761374,0.8927443496760137,0.9313887140126781,0.9313527713635591,0.9154438106017352,0.8673411280828253,0.9370084630445819,0.9289368242284559,0.9380467918761203,0.9309072490088319,0.9279459560438056,0.8831933866240645,0.925421656998626,0.8746706207487697,0.8584535284427127,0.9228367539063478,0.916664838288239,0.935969466142979,0.9334289207638539,0.9002042797127378,0.913834778173816,0.9330957049869129,0.9449044395774057,0.9330957049869129,0.9535721601280835,0.9369805506333887,0.9908445756205008,0.9926861205140893,0.8992325802560326,0.9229343719178918,0.9398587114751578,0.9688347068657328,0.9398587114751578,0.9512824577704991,0.9975768677752068,0.9512824577704991,0.9427397755692377,0.9467943367224945,0.8693915092391477,0.9376463624466875,0.9304459866555373,0.9405095058780126
Golurk,Mud-Slap,Earth Power,35,1.5013477385895035,1.5153083341492286,1.258625755781327,1.5669629973732395,1.5063442358827357,1.3168425035598008,1.5549650561396033,1.5168254367545826,1.3150949324705967,1.4645447738198074,1.4751900362042185,1.22121464434805,1.4384695692712013,1.4458729367371475,1.201722505736139,1.5016299606497674,1.5330831222369172,1.2600963947120813,1.6038501751664074,1.5550978456373235,1.3556049213203583,1.6281194282021634,1.4885441975469187,1.3462971118777631,1.4234381719581377,1.4404615245891317,1.183727512740657,1.4805692541933833,1.5109069228087373,1.232242860006097,1.5278858833646676,1.5213134689703822,1.2961176578961524,1.509469826092575,1.5150065941713429,1.2515839617832056,1.5715986829141995,1.4514023236669176,1.2888301930089765,1.8596733982981593,1.72365879033856,1.5840064933464275,1.5191316690095222,1.5073085161542337,1.269412393053343,1.4924536887487168,1.5071249941483733,1.256904838474484,1.4464711358094224,1.4943194458715552,1.248572681905022,1.4835670097481337,1.4350197810723444,1.283898828085021,1.4992224234609397,1.5522078588225068,1.2746839373691656,1.5302160967918792,1.6116584773436933,1.2631697044108803,1.5297364467682808,1.5539803170591482,1.268520039570949,1.4424180536728968,1.4796451465115985,1.2087312655551867
Excadrill,Mud-Slap or Metal Claw,Earthquake or Drill Run,35,1.693339599108291,1.4027660179936137,1.4671769115156834,1.3037364877459026,1.3068686741913487,1.0839981511694077,1.2964597286712018,1.3085652927865765,1.0779354414945097,1.300654139548475,1.3344711510625589,1.0915321297383247,1.2911747586795805,1.2871400466485523,1.0949151522700196,1.2841709872020317,1.3529831266275547,1.0709381404693323,1.4543593088504083,1.3945383214550244,1.224488911707426,1.2667875235177375,1.2707937868458057,1.0554928719727108,1.307630289031019,1.3026475316038038,1.0921545464437148,1.379043399979452,1.3668690303553954,1.1676062725164342,1.3070642218283368,1.3224933740462923,1.0940879244118868,1.2730148028977648,1.2870916312794143,1.059598847241158,1.7069874990086986,1.46335024842062,1.4474357116382264,1.5429082469526452,1.4827974679185445,1.309267733498822,1.341047056242407,1.3056380374972316,1.1259812439294967,1.2900250799363557,1.3353707455985455,1.0826513311306705,1.3206702673824782,1.3392787590096236,1.1131411874566541,1.315276407951987,1.3071438400770925,1.1367926029023994,1.3211701439450894,1.394392268524826,1.101450752017059,1.3287135342606824,1.3873375434983124,1.1159796042074022,1.3378175116399924,1.3756918391631618,1.1468126982105318,1.2945997181566373,1.3253317506422666,1.1069811563426712
Pheromosa,Low Kick,Close Combat or Focus Blast,40,1.3598961740449689,1.290348727324724,1.4505536064146831,1.622205809307689,1.2521244814616688,1.6316212038154836,1.571261740636315,1.265154175735999,1.5813624204140624,1.3009435362627002,1.2368310408916878,1.29286767760254,1.4907098057690444,1.18066071762094,1.4928270960081098,1.3067766937889627,1.2331009344810155,1.303794617865051,1.4793279612615289,1.2515236001506969,1.4758242786214268,1.5711137440410292,1.2624026267046038,1.5746932661120903,1.3632162970074118,1.1675889059617108,1.362544248009452,1.3160505227097028,1.226097463001046,1.311588584431049,1.532812365726679,1.3148725535594061,1.5290903942682024,1.48741854660816,1.2981219024467674,1.487464515660229,1.4870094041935944,1.2065197359454074,1.4859288621433824,1.5979037374752159,1.360413374095823,1.6011225616315634,1.2506601645499922,1.1944865121142847,1.2787814827528035,1.2870152364693803,1.2765146834122127,1.2870152364693803,1.2341903830526086,1.1948302489829452,1.2699103904657163,1.1861095895556857,1.112125254953701,1.2263214565124976,1.325586912528424,1.2635695341558015,1.3289881589412724,1.2296190031085885,1.2643918226649784,1.2296190031085885,1.2154740215771977,1.1688701325059232,1.224677806138328,1.2860366307396747,1.221819735120624,1.285489181903524
Groudon,Mud Shot,Earthquake,30,1.5099259671721377,1.4448622632121515,1.230547280000764,1.5026130070658934,1.417998610113536,1.2678177691566979,1.4920202687200919,1.419810472793168,1.2594846639484873,1.4162493777824925,1.4058625712417188,1.1892737084785172,1.4206316391923326,1.4046863117620667,1.1541181878456883,1.420286605879649,1.488177308040698,1.1947356676012957,1.5085530323216436,1.4499180836840304,1.2574567086203456,1.409457451182385,1.3656829741379202,1.194658781448367,1.3564182356725127,1.3416520939252308,1.1284558532694386,1.4878015454758284,1.4529138097427632,1.2410236166761828,1.4020764103683272,1.4036245991506662,1.197588381598056,1.3567979741858747,1.3585587787397908,1.2057795122896449,1.4039501512683878,1.3555421111431287,1.2027558837375376,1.5466977886154936,1.5235077092024012,1.3089485983550617,1.3330344792547482,1.3342119088925326,1.199430248604924,1.3731022839189413,1.4167012144299582,1.1793723935600362,1.3905771150715427,1.4554060528835386,1.1506444751667486,1.346527167398738,1.349579597110863,1.1618964147213648,1.4367827846689114,1.5043272503169662,1.1976123152628337,1.4908548341795151,1.5753610968436818,1.2058619950175724,1.4284423503751984,1.4695651579024624,1.2323009486740664,1.3700258257113629,1.404766964443392,1.1680953281670259
Swampert,Mud Shot or Water Gun,Earthquake,35,1.730576347155269,1.6835743346008571,1.5457839321176579,1.7596105296813862,1.649186772823682,1.5127633462341825,1.8098334270837337,1.6887428944766458,1.5131074239835653,1.7027918574120335,1.6994711296905292,1.4207926341881756,1.7161662178061687,1.684800367735068,1.444798965510655,1.759994782499595,1.8601310381016076,1.4602709065331825,1.8229995885967447,1.7525773557267472,1.5005027627432108,1.651257949872613,1.5951339039320203,1.3928392037221844,1.637760446011809,1.616206829313533,1.399244855343587,1.8074095174093405,1.7852710309179378,1.4830751785735339,1.7620916313601893,1.7557453680147737,1.4862021276003818,1.6521848618676012,1.6642129894042772,1.47014816360541,1.7887938218529529,1.7173679019298649,1.4420212838755604,1.7406404116542284,1.7158501404589788,1.5267499604374035,1.572824192259643,1.5656547335676227,1.4222664198764665,1.6989983629794811,1.7685487589798923,1.4369410620598835,1.6030277913076256,1.6551973917375844,1.4037922828055058,1.592797454928632,1.6001485161608349,1.3780022056058572,1.7251475354813035,1.8314856926529466,1.4588086610324744,1.768999354665927,1.8884955825058973,1.502441185115505,1.6214383126214789,1.6891579129356344,1.4636563060520527,1.6903533035802878,1.7523893489933104,1.3792625154285765
Donphan,Mud-Slap,Earthquake,40,1.5306092955799677,1.5051616656377815,1.29468382930072,1.5759345998090188,1.5111918215820668,1.3337514990045798,1.5756222872069718,1.5057427186218575,1.3358065271241455,1.4921369387559225,1.5034904896409769,1.2322561150234876,1.4513362935594551,1.4555677287544417,1.2208800822485824,1.4947107843757916,1.5419894652541586,1.260270959565543,1.563741331532533,1.5336712787551476,1.3049943252346563,1.511996027412112,1.458338593538397,1.2648947105707307,1.4584569607393887,1.4454652311281584,1.2025129391518135,1.5627607864140953,1.535222987437114,1.29840833337544,1.547597376944587,1.525579488878846,1.309386195883408,1.5161686503837266,1.5167783875724998,1.2484719892845508,1.5688040095262432,1.5168690921478236,1.3033563452762587,1.6273594784548968,1.6088833224226498,1.3880295719355265,1.4943234163476755,1.4899603379446127,1.229818461486588,1.4735553119046922,1.5120690579805154,1.2298482989389228,1.4537563520639643,1.4903166236376462,1.2334426968379402,1.4567145059025062,1.4224183697759165,1.2342915746546217,1.500398720343569,1.5905284631563408,1.251409282367946,1.5335076269915127,1.6116134870421543,1.2571649184078884,1.4931911227357366,1.540591008495862,1.2750282326881952,1.4552082513262994,1.4990596879862579,1.2353021879920172
Terrakion,Double Kick,Sacred Sword,30,1.253328697654193,1.161589029304494,1.2555405132010924,1.1163662068305096,1.1289036242506374,1.115841899062689,1.1383146123682981,1.1296417803026335,1.138024114233407,1.0980982973486637,1.1189745933194142,1.0980743023877997,1.1041159632727005,1.102161312765698,1.1053334165975564,1.1605523338028245,1.1939383039636804,1.1601998895733672,1.1741541862201375,1.1593046359376595,1.1732826966626706,1.156556666473729,1.1132680272861204,1.1559200234117737,1.0999452303736923,1.105557840367246,1.1002599516388634,1.1864551069251668,1.181305527905641,1.1881458921771233,1.155014426557478,1.1542515222537455,1.1555815352429022,1.1236228054596045,1.1313502663989992,1.1236718813061817,1.2303321567701813,1.098648417845339,1.2334274546358883,1.095572978360718,1.1269773065934714,1.0988832528000065,1.1450791950883872,1.1167037887968887,1.1493373926261354,1.1129292156775878,1.142106007974713,1.1129292156775878,1.1055452147156482,1.1332166673058044,1.1178359391670891,1.0871718375487338,1.0715104643616795,1.0936386823555746,1.1450067257696155,1.1920535348923067,1.1450067257696155,1.1627699435832972,1.2318064116998626,1.1627699435832972,1.1369042176439372,1.1663422775626922,1.1448060088518586,1.0930823175980189,1.1350816815875444,1.0962699487116259
Shadow Machamp,Karate Chop or Counter,Dynamic Punch,30,1.2480562717512849,1.1975463140898976,1.2791324214250408,1.3606070967382797,1.2203016667168627,1.3696707304326112,1.3341167838837824,1.2118064479312607,1.338693480445763,1.1444410184432847,1.163510212138769,1.145589376469084,1.1314304027186226,1.1424201935870308,1.131239970120954,1.1892776433444265,1.2083951464164917,1.1898356984550813,1.2351735800728787,1.2030449749032197,1.2351890593911508,1.2390046269042259,1.1624402469822628,1.2406603951349573,1.1468746702238903,1.15373050935827,1.1471024638578429,1.2106556314033412,1.1896771360190523,1.2109172388935767,1.2009033058980416,1.2015719290783387,1.2001990104500582,1.1397039765646437,1.1465038292105307,1.1402471478044254,1.2142513250630824,1.1684891927984362,1.2150803624441942,1.242416918076541,1.1990279926305374,1.224309385715654,1.1552751175910043,1.1284155809958396,1.1713363404915718,1.160422809379749,1.1579618798598765,1.160422809379749,1.1457937153012847,1.1577000026742619,1.1593553345235357,1.1329629596976702,1.1007352211183117,1.1398568387772647,1.1671770472431648,1.206514893893167,1.1671770472431648,1.153605121116872,1.2155642883733566,1.153605121116872,1.1524069723316699,1.1885383605184425,1.1603468885428114,1.1009542302044917,1.138390270676239,1.1109710376908895
Hariyama,Counter,Dynamic Punch,45,1.2607620362736618,1.2883160603627344,1.2686384724495634,1.2913740416091315,1.3182042771317612,1.2889801099656986,1.2917610284826528,1.313911045427601,1.2867643301271863,1.2199994987287528,1.2741720572754858,1.223708225938883,1.232157523557313,1.2741577475014731,1.2302709255401683,1.346520691558775,1.3912690659346254,1.3479888040732035,1.3156790329876875,1.3426957606952536,1.3150584423039922,1.2745289755389195,1.305095590396048,1.2702967576020028,1.2507651551261227,1.2597714466811742,1.2517466694733008,1.3480352279560004,1.3624392614188532,1.3480637761418013,1.2873718317678546,1.3363657439893466,1.2893297879509344,1.2519093122080511,1.2991095754340927,1.2522565252609146,1.214776550803287,1.225550662114398,1.2176923363911976,1.2514072712007065,1.2999413099933144,1.2953486617304841,1.2270042825110898,1.2845173020168665,1.236069854211583,1.2783135765086928,1.3364588342340502,1.2753437303656632,1.2536533213998768,1.3259165355034417,1.2489718169254131,1.182964857116682,1.2088696864122181,1.1991654422883715,1.3043624355434311,1.4009210461143722,1.3062020488773032,1.375053062299646,1.4684672627432191,1.375053062299646,1.3190822060035645,1.381983647126997,1.3220762940942814,1.2476708996132222,1.3108975858691596,1.2528511834791711
Shadow Ursaluna,Rock Smash,High Horsepower,35,1.3307130898972794,1.3143783659920283,1.2218138006103934,1.296148384599655,1.298309673902574,1.1870404789280586,1.3152354299649573,1.2948116781554582,1.203276442562449,1.28660946151422,1.284212976941134,1.1763488762392378,1.2573312261080005,1.2785976291885022,1.153104434494675,1.3195186022826408,1.3704106651435772,1.206626517192307,1.368636340988506,1.3634838155456075,1.248014166924163,1.2844238327117554,1.2572574245357435,1.174225638312908,1.2865310667686587,1.2575745110889203,1.182263684233814,1.3716501356670423,1.3228505068776706,1.2573717479068875,1.2721007008951455,1.3030708443817418,1.1610752499377128,1.2533040903423625,1.2791934117085535,1.1414936052676046,1.3315095885803572,1.2762828941016298,1.2214217859849938,1.334121229581043,1.3567886687454358,1.276816713498871,1.2590388784020767,1.27584768568816,1.1550323261291437,1.2736154693147883,1.3324453807843886,1.1623817814521107,1.2532713657921284,1.2953527188243432,1.1628985883810248,1.230299577546365,1.2303356860051355,1.1273821712376575,1.298218687822919,1.3726895439130333,1.1913236511595453,1.3666265349392268,1.4539346857200357,1.2574660695777142,1.3221557873442387,1.3779744407073005,1.206966064777539,1.252433081664587,1.301085245502347,1.1323041604506825
Torterra,Razor Leaf,Earthquake,35,1.6887547851344074,1.6834938844006326,1.4236645958837857,1.720858050222213,1.657532245673668,1.4559360021901016,2.627845382880129,2.559548507388813,2.198381204267565,2.490415616037105,2.5335725446354846,2.0812126450917963,2.4587433209912426,2.4730795215646904,2.060731871931848,2.585989155280011,2.72053578947408,2.149972996584915,2.7173498146715973,2.641760089078947,2.228328491615271,2.7758518633076905,2.7621264627737756,2.4189840560209435,1.6470455247683546,1.6511894976511086,1.3563642973009975,2.608995962831778,2.615304353977293,2.1469583129116963,2.6564208536243834,2.592610956517546,2.2512646344396274,2.4225490800177365,2.4281804327292975,2.154480754242256,2.705136600875495,2.6290746709207173,2.1584166323421696,3.2179329865122126,2.813763380484171,2.6395207666469154,1.9879964451751764,2.0061754128745077,1.6928252198512814,2.5237034365234394,2.589824573172055,2.1392624314104185,1.6301666821058685,1.6926638582399154,1.3491360387485087,1.900407485107177,1.9527385506095312,1.6405040119870882,2.54886003118035,2.6934173040906053,2.1441009394681676,1.6928252390766174,1.7787452190708355,1.44432052793919,2.139635822604377,2.2076314364553578,1.7850064007606756,1.6511921859845249,1.704959300811108,1.3731453434873633
