Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Aggron,Smack Down,Meteor Beam,45,1.296908562363853,1.3371769474235489,1.297017859446987,1.3602290677957427,1.3662048235932323,1.3577555177225598,1.2598654119464308,1.2924077397626668,1.2699927514900595,1.32508649217045,1.3664583261298897,1.3337814722686068,1.295799919132017,1.3376929038344902,1.3047526787519375,1.2966007052628492,1.3350878419994632,1.3125785411482294,1.3189630410472215,1.3426532473291002,1.317934002069233,1.3549597936122384,1.3756709865274657,1.3433791469909329,1.3227025623113642,1.3719605577796288,1.3218248743921115,1.3373524158942325,1.3539836596817598,1.357208084497709,1.3157597277340247,1.3632956960843337,1.316386332641201,1.2895606378941717,1.3450755717630942,1.3034254880001481,1.3352788320449869,1.388864752317794,1.34185308752285,1.3138320808180362,1.3547954909449302,1.3240806332388813,1.3467367475047318,1.438962948841896,1.3577118424815153,1.3328081789994135,1.3329003603452612,1.343618536830638
Shadow Nidoking,Double Kick or Fury Cutter,Earth Power,30,1.8912342221311411,1.607107346433803,1.6394516929662772,1.6980972429299115,1.5396723313806504,1.4507917066130787,1.902355607466282,1.466557147695512,1.6466936982277551,1.6376949251824928,1.5446799942236857,1.3935520875070933,1.7264589931936114,1.5255323808882,1.465834961924658,3.1378398561498426,1.669067929491764,2.7192304828771836,1.7319925150660789,1.548474986544409,1.4653793918909497,1.4893502104612042,1.49234645384186,1.318564337763831,1.570801651486248,1.574330315161611,1.3458986001773288,1.5991207583459268,1.5410245428024212,1.3603921029876438,1.5937880109594427,1.6367903085107691,1.3415979653770074,1.5369528798719028,1.5414696000666401,1.368362596373666,1.6088317990671444,1.700674639932454,1.3586985925191202,1.5110108414438832,1.534210607367254,1.3363927559443143,1.5398357820776427,1.5546371818788383,1.294897806342679,1.6054470795273612,1.522509008631526,1.3936394871365123
Donphan,Mud-Slap,Earthquake,45,1.3942269887894587,1.385355708875075,1.1567107650036812,1.3970917874725777,1.4092480066598203,1.1642300776865313,1.3387665505005903,1.3418447932592024,1.12737436179877,1.3463836001488825,1.3749804235828198,1.147788220793511,1.3712278455421525,1.3869667767369769,1.1828441943527193,1.3835019030365108,1.390527458098227,1.2974174203984759,1.3903264758622036,1.4110327479802671,1.1862281677807618,1.3624851017606325,1.4118491921005387,1.1603186337371574,1.3514602756656546,1.3919951279364482,1.1340175716703833,1.3659924197732398,1.3720129623493855,1.1553057546689511,1.383801648830952,1.4105245051664188,1.1670086373186224,1.324454152513351,1.356441416843294,1.1104467665651638,1.372060233951685,1.430507168561615,1.1505029059520784,1.3169736355796475,1.3594693236417394,1.1321685967722064,1.351734092239818,1.4116749955745584,1.1482046324160187,1.3523673845638147,1.3651135506578398,1.1606720858124528
Omastar,Rock Throw,Rock Slide,35,1.4814855295215974,1.514786225531495,1.480752328255573,1.4415576883053964,1.4775214004728745,1.4445378896694314,1.4029680907298205,1.449836512865314,1.3976820594631039,1.4302988022283556,1.4890280537685365,1.4207312732501733,1.5030477121099806,1.530180605162073,1.5025018532246108,1.457683100990662,1.4852167792094106,1.4540259318336157,1.455811281502118,1.5131334934060632,1.4702289820880288,1.4617594254937165,1.5303441304708598,1.4669885189264216,1.5081096572539114,1.5538927250418693,1.5076081213000527,1.4473707603662431,1.490120653289479,1.4439281413898162,1.4856065166910346,1.5290019781056874,1.4827806514233761,1.4267004803642993,1.4949788510130226,1.4322168025693474,1.4867080358387095,1.556196768614078,1.4908804747891238,1.4458312800295676,1.470755821116176,1.451644696316373,1.470458475741772,1.533585696972998,1.4717792998270673,1.4651722115142882,1.4699153607642672,1.4687253833905975
Seismitoad,Mud Shot,Earth Power,35,1.6345803826915923,1.6725459389302546,1.41318396065305,1.664533727281722,1.7238341049672297,1.3879532993746182,1.5700098440462513,1.6243388504306375,1.3237235184077336,1.6493634867785454,1.7008031924305875,1.3753180532193798,1.692780847766022,1.693886043533931,1.4106560415122313,1.6528328960222363,1.6614129171846341,1.3901033076962994,1.6604952215222526,1.7086007022005818,1.3896209288122547,1.6792329858334718,1.7593319554033464,1.4024802739767361,1.713649838344215,1.7728489928978926,1.4320642682500873,1.6775575184050817,1.6804182862869013,1.3714391925199811,1.7013060412084875,1.7696674079443673,1.4172574363258836,1.6054626398748646,1.6685301222661348,1.368584730153735,1.676541712093515,1.7485306293087195,1.4049315113410006,1.7469893433534556,1.7513012812615498,1.4633408278920783,1.6909271640409047,1.777366249540435,1.4269257478996173,1.739260873208749,1.7027738204977794,1.4856280901701167
Mega Aerodactyl,Rock Throw,Rock Slide or Earth Power,35,1.0599175717831364,1.099284255906976,1.0605460300111573,1.0492185287665343,1.0926881859836712,1.051260486999362,1.0719628268555712,1.0549683945974861,1.0595374880906032,1.0265100282103798,1.070796460176991,1.0312490466030593,1.0431952961789879,1.087623829098996,1.0425534065637847,1.0217670376478605,1.0517237878435788,1.0163974740489894,1.052124031267168,1.0833828331757704,1.0442849294592387,1.0508757901724424,1.0975483909901484,1.049285638851591,1.076932032922253,1.1206731328980717,1.0832101883446628,1.0343696209078495,1.060221588291863,1.03608284913086,1.0473393864186458,1.0999127667678246,1.040336155103144,1.0394287459622558,1.0885758448025322,1.0355043825143693,1.0751284930855554,1.1324114073989064,1.0661278291021468,1.0571947763952199,1.0946624368609092,1.0501570777380804,1.0562371491986546,1.1091790465556448,1.04889772464222,1.051814296488729,1.0790161736361352,1.0544037542948128
Aggron,Smack Down,Meteor Beam,35,1.3987187953032614,1.4527297705520261,1.3986595927165637,1.5963695108512082,1.4622041548817644,1.6001548954114793,1.4010056120559498,1.4029285246275247,1.5680220430669112,1.4278682756278183,1.4536969428246582,1.4308581284335,1.4059117865085249,1.4298268077363705,1.4233573690949526,1.4048763759506722,1.4425693587432513,1.628663091469839,1.398193464905309,1.4538424426987036,1.4330915510043587,1.4334655944963264,1.47898254454385,1.4317517312131316,1.4643864692764448,1.5150326446169966,1.4703153407309886,1.4098575272944733,1.4427321141397897,1.4745561365087319,1.4463515622120382,1.4825103512673392,1.4345566463122459,1.377146136260563,1.4303564321612692,1.4075136751108355,1.485240714478937,1.5439089768917378,1.498676131845792,1.4203138474805963,1.4541702599482567,1.4182502771960084,1.4543907188278709,1.5112133879818626,1.470567409686951,1.4262130227101317,1.4354060169278473,1.4346518059163664
Ursaluna,Rock Smash or Tackle,High Horsepower,35,1.4607054215907278,1.509045092636868,1.3032417211254563,1.5689318699015016,1.5910419957625528,1.3877895333008075,1.4863908434543425,1.4974820132498965,1.3190214828109026,1.4960938691746175,1.5678686417322434,1.3250153051988862,1.5611008154188288,1.562866433048049,1.3876811105869669,1.9675547503716957,2.0397686124190337,1.758125977181611,1.5379280342009052,1.5840144790525033,1.3575645519776234,1.4240785721829128,1.4750479006683463,1.2895734954664093,1.5520388332124273,1.6355893495257798,1.374083129584352,1.5038911291951869,1.5170070226194614,1.3385646056746645,1.9404848201889644,2.026538560774533,1.721480261945424,1.5249113778773267,1.61752265301778,1.378321594180095,1.9910649146248494,2.110278627111836,1.7127165118738268,1.5847372797831711,1.6503865344339042,1.4089796106936059,1.5702555862688763,1.7212244175438118,1.3926115551682348,1.5283750942763765,1.5380960362021288,1.3971675186457724
Krookodile,Snarl or Mud-Slap,Earthquake,35,1.387189471047658,1.3946535510166904,1.1463533483616821,1.3920628042893064,1.361296959068717,1.199037191957721,1.508530451654971,1.3820740234294633,1.3430349416162595,1.3808930100495664,1.4039413175284696,1.2696887908994574,1.564719657658872,1.405945481501449,1.355712986050273,1.5277491375984513,1.3409244222642864,1.296979733281593,1.5592199382576613,1.428548720394214,1.3777047132216171,1.4196279589034897,1.4125612902252465,1.2821387082660713,1.3636673025426083,1.4111609661731912,1.156129933636046,1.4278706674316932,1.4080230800934195,1.1723248991862167,1.34168396997211,1.3739356931356046,1.1882149131967907,1.3499717704987828,1.3849856075821663,1.1554010903066372,1.3576493347869925,1.4127763523538621,1.1631595773458698,1.3364928545028951,1.3706418627571761,1.154205679438216,1.3543212734378192,1.4155966176010022,1.152330505589673,1.3952400905053215,1.3827285678370906,1.1934802648118663
Shadow Dugtrio (Alola),Mud-Slap,Earthquake or Mud Bomb,45,1.3854832221387314,1.28308248134739,1.1653998831128416,1.5941399039921391,1.419787035868182,1.3264932565907315,1.5662415684636009,1.4430865358136533,1.325407451721442,1.5623506344793079,1.4782259393120898,1.3403550806141604,1.442224880382775,1.4373525844059574,1.2337185794190983,1.5355259803401777,1.4734646545091925,1.2854690133314082,1.436705736683148,1.4543611452729743,1.24885732053867,1.5865184134695172,1.512369687551861,1.3124933995142043,1.4486686907224804,1.387857456317114,1.2163769400933215,1.483712209983595,1.4809726610798188,1.2642331283385728,1.4367804794141859,1.4318905038640637,1.2905972404811343,1.506067028868136,1.4285515951982082,1.2890238145923383,1.3832823732898327,1.4126779844414752,1.2092285496471051,1.3430608599236171,1.3507761488234569,1.1543673771097696,1.4279470036356705,1.4529745775405438,1.45745448603603,1.3286516383139195,1.3788401910667898,1.331500879912847
Tyranitar,Smack Down,Stone Edge,30,1.3477681383822513,1.3777170571760364,1.3468967977472657,1.4572314662863655,1.3887380118116281,1.4652730628691133,1.317038429763838,1.3268872239473044,1.3237219357636416,1.3120430050664784,1.3728956622727355,1.3318655257768024,1.3526821214367546,1.373138351640946,1.355488914347328,1.3124905525010209,1.3447372636433166,1.3143744119989442,1.3390948361206625,1.3746343286287568,1.346351094713417,1.3502315827587767,1.3988865923389104,1.345666309611816,1.3666944302641124,1.4305865283860393,1.3684050261067375,1.316680539505265,1.3379423482540427,1.335558375019193,1.3691071494391271,1.4061874162990995,1.3606049808946936,1.308516053793397,1.3657617800320243,1.3113482594892774,1.3708224377208154,1.4410981137952799,1.3778803354345812,1.3475113958359,1.3981843661451274,1.352169828754466,1.3522379117362708,1.4425850025190974,1.350413268154523,1.3795776418335708,1.3748512528282915,1.4126875052375767
Golem (Alola),Rock Throw,Stone Edge,50,1.293568929268089,1.334391389818673,1.2902475123528474,1.3433884565388723,1.3772982691973075,1.3449015868250194,1.2802561984255858,1.304913793376318,1.4138851696752732,1.2920109912684095,1.35851792793031,1.3102796020851681,1.3308460812723228,1.3572629557247793,1.3370442752207021,1.3285315597228584,1.3510589095273655,1.3222595484603115,1.3111155730687392,1.3550574895353151,1.33793193841383,1.3245115640511143,1.3766848211456935,1.3333433912164507,1.3581235390526345,1.4138835899227098,1.3607297348128644,1.3081548047162266,1.350339009075261,1.3205757093330532,1.3186961703382438,1.3681488125222692,1.3351967662272242,1.3137824754958674,1.370593189748526,1.3135140638449507,1.3946192751924322,1.4638866801649302,1.3967341853087523,1.3253511149439448,1.368108599236171,1.3227639521990884,1.3367420580345593,1.416209371042634,1.3389479704244338,1.3548479007793515,1.3742143635297077,1.3700913433336128
Mega Swampert,Mud Shot or Water Gun,Earthquake,45,1.0702218578986118,1.10226260142238,0.9352733565589635,1.0607520956939758,1.1000798359609827,0.9473031480615897,1.0347722733416265,1.0655103868931748,0.88246018858787,1.0713130741991974,1.1212334464867195,0.9113803560568926,1.0924489520857201,1.1048335467349553,0.9370897634611497,1.0725816094702858,1.119845049736147,0.953023086867356,1.0805383351878346,1.1224667932747143,0.9384472945198794,1.098601451352534,1.1374560596231311,0.9123033055232865,1.1198850049705795,1.183687543100746,0.9317463302793376,1.0420387415853827,1.0911243464276768,0.9263877552669647,1.0872823776584635,1.1135137791647725,0.9794449017704661,1.0320890756458077,1.1102894218042816,0.9174865562785187,1.132698313810035,1.206154552385012,0.9369297735078818,1.0830433041764198,1.14260194653197,0.9180731797462116,1.1260093410857992,1.1789920886722314,0.9445253884175983,1.1055057403838098,1.1122684991200873,0.9412888628173972
Lycanroc (Midday),Rock Throw,Stone Edge,35,1.4308885701057297,1.446282760662158,1.4288088894960949,1.5018236034677466,1.4160664753787944,1.501547248218191,1.4147825288753415,1.350781984445774,1.5331690548766013,1.3528392415129875,1.3899276536977563,1.3662223921669925,1.4739099669789069,1.4014876339375968,1.51922804771211,1.3924383910260605,1.4025615976933439,1.4916534871705784,1.3665051995749986,1.4009654560817877,1.4200988881359335,1.3868412715175837,1.4224280735633572,1.3995081695155622,1.3955058796134592,1.445220631039702,1.401103379098489,1.3491349005600317,1.3719563934929653,1.3821872752398117,1.4023786413731247,1.4352815421852538,1.41097910088339,1.345001527169738,1.3987116240755995,1.3554510704071527,1.4280643654040053,1.48164208835078,1.434130386667869,1.3598851176543056,1.399069853394111,1.3566973635579647,1.3890575852067701,1.4417952314165499,1.390174158144855,1.3930025978379286,1.4101148076761922,1.3885024721360932
Shadow Hippowdon,Thunder Fang or Bite,Weather Ball Rock or Earth Power,40,1.3506796912357402,1.3981965981282873,1.1532982671858278,1.2483768393830112,1.308490929747766,1.101569083694699,1.3263111414978777,1.259928717710104,1.1953172726610894,1.2916082764007053,1.3646705161869004,1.1168361255575465,1.4041647011254128,1.447819933957814,1.2890188018060516,1.3138171505666243,1.2967180234591271,1.2368789749999436,1.410260271565896,1.4806588080437941,1.330477680451327,1.2995368344824465,1.3939682874945312,1.1610065929423834,1.3531887835066319,1.424926336906777,1.1569001495651863,1.340083883532806,1.3890644319274628,1.1878409283757465,1.310722315735155,1.365703824747208,1.1375582066813283,1.328656183186324,1.389132104810122,1.1302629508621567,1.3344181128116008,1.4130304694608617,1.1730291578886967,1.3269834914377232,1.3706572625354194,1.140846371812246,1.3400509266193712,1.4482223341821103,1.1500837429703563,1.4370820413978045,1.3862649794687003,1.2481689432665717
Flygon,Mud Shot,Earth Power,40,1.5503229577005107,1.5534637308255723,1.2868911810916046,1.4879239579530605,1.510788090112282,1.2649291541141108,1.4069595191294193,1.4397819749499094,1.2017443903180165,1.476669995505051,1.5171855518922512,1.242957066120493,1.580787115034706,1.523470247321248,1.311227171642294,1.4841676838003877,1.4901215822614888,1.2733739585189932,1.5104033330823483,1.522486872084041,1.2653888735509096,1.5138421616402395,1.5608677941553641,1.2695502617564083,1.522913923891919,1.5675327117869906,1.2853381337488916,1.5446045432872972,1.5433923535068652,1.2355365556031452,1.5257706626039735,1.5970807583148015,1.2662456536963547,1.4950436400322094,1.5349536758512814,1.2354340401506807,1.5634022181964242,1.6233000795140624,1.3093916764351468,1.5032878526549218,1.542418689170876,1.2637520019711717,1.5388417598278843,1.5806179278040278,1.2579283486975585,1.494435598759742,1.5067040978798292,1.277373669655577
Krookodile,Snarl or Mud-Slap,Earthquake,50,1.2176909473172879,1.2424558447374212,1.0171323177812692,1.2304325130245206,1.2316505231984878,1.0346194656449483,1.2416333520085336,1.2245392131726633,1.0581526745102507,1.228398313478948,1.2560025871379379,1.0273357970805206,1.2538445986926343,1.2651897028101624,1.1141518970281017,1.1837090147753244,1.189180103736359,1.1497769826211142,1.2689361298652768,1.2759163048297903,1.1189725227071812,1.2184451518488904,1.273011179337085,1.0409727984551091,1.232873890575602,1.2742864307656483,1.0218615939887334,1.2066541137680515,1.228263416920553,1.0582982471735776,1.2097529210846407,1.2453096779742232,1.0415033603223944,1.2137204631489316,1.2485214220264154,1.0190757383634295,1.2020231000647588,1.25376462198031,1.040207884188178,1.1940064063077491,1.2369486879388936,1.0119194283602315,1.2333501273165484,1.281362763654189,1.0462833099579243,1.2530294142294478,1.2531886365540938,1.0845051537752453
Shadow Sudowoodo,Rock Throw,Meteor Beam,50,1.240039164788123,1.2376680252901306,1.2403989343534394,1.2739687002091429,1.213225133998178,1.2917185543549834,1.3040924010926576,1.22652384886382,1.3571679533563135,1.199419114312039,1.235344127990107,1.212257176155212,1.2991020284385741,1.197944605431633,1.3135015836646675,1.1822244883685777,1.2011758893057696,1.1946782661273039,1.2244615672068424,1.2573183076910206,1.2321835426270333,1.1680943831751731,1.21269103691746,1.1800853914276663,1.2043132092031847,1.2474721692325603,1.2162336441065047,1.201377047590571,1.2198023322531377,1.2046822850585488,1.2115098720988808,1.2360580408153237,1.215134351463921,1.161407957942671,1.1981803541182678,1.165582221893135,1.2121549950406176,1.2692329762031624,1.2188194211048355,1.1717152273007267,1.2051327460884562,1.1733014044597758,1.2015686488105775,1.2637154645351925,1.2062664251964215,1.2049107516969748,1.2006033688091846,1.208044917455795
