Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Roserade,Razor Leaf,Grass Knot,40,1.3909918804415584,1.2770472528962367,1.2075504764576095,1.200213346842827,1.2605470598451118,1.225517229800298,1.21079057127131,1.2031724366993382,1.2983926658304947,1.2214423715693912,1.2365044655407265,1.2217715848920672,1.2650989978346892,1.2211143475757544,1.2671345446805589,1.241314794981345,1.2578985436168744,1.219324168365342,1.313904738517624,1.3106800008927693,1.2835154030487554,1.2242242490146198,1.2587941183775997,1.22805326638492,1.302896501893281,1.296467165958329,1.2259785100751175,1.2262387285674443,1.273400320346882,1.2197938861370354,1.2095876284239762,1.2083958741717205,1.2423461222653778,1.2297893171862526,1.2675409492102752,1.2572047187911768,1.259847776382437,1.2311813370391262,1.2172575014167466,1.2297960000675618,1.247421650066522,1.2306118719895536,1.3309961680387092,1.3055039888818314,1.3443004139608339,1.3054210996248214,1.2739426427482432,1.2592588830685314,1.2167022834507109,1.2516113489278953,1.2542680370153738,1.2304224588792188
Roserade,Razor Leaf,Solar Beam,40,1.4705035705050409,1.3595693197806016,1.2542802688706671,1.2385436030922046,1.339834452519332,1.2740218965594718,1.2380272920632274,1.2339086248131548,1.4229471906426616,1.2962793170364548,1.3121692688864777,1.2701699066376484,1.2961248325385608,1.265803289134984,1.35012771845593,1.2842178757035387,1.35121088424285,1.2842256042703548,1.4387934332654069,1.3525860137767531,1.3264397889909045,1.2690942959738223,1.3019187859269037,1.2417655566406742,1.3483682381860356,1.3388832020317196,1.2922051144782642,1.2686698479162237,1.3474405539233283,1.2652269946401935,1.276021251917587,1.2457377891648003,1.3040612183919595,1.252999462760259,1.3167689116300263,1.2839681361208621,1.306524411889321,1.2718744726950724,1.2697098972601732,1.2629185637045686,1.3010216143307085,1.2646231169419329,1.3771935345828716,1.3501325842176335,1.416290329353115,1.3904769676433257,1.3140466619487248,1.2848878928152656,1.2619932671950356,1.277875220345591,1.3335988365134244,1.266333719018151
Roserade,Razor Leaf,Leaf Storm,40,1.4025603759349337,1.3074908441845872,1.256012046377451,1.2402071361498366,1.3001984098226975,1.2807460197613214,1.239486539947753,1.2338674131304412,1.4155299819884088,1.2792934955486308,1.2728005960151347,1.2657533086231183,1.2946388077682822,1.2639350468669945,1.3171139318580396,1.2920964336510237,1.3053087060620938,1.2848563020631787,1.398256008662167,1.3784271388644802,1.3328875036028784,1.2775000999663448,1.30443521709242,1.2608602548047612,1.3316274486699136,1.3530509268857331,1.2864498332394863,1.2716466040260133,1.3340968519725311,1.2567939260688772,1.2504843281283253,1.2667642134013313,1.2746509313242018,1.2569722291282965,1.3149408782330103,1.2977989619690402,1.3154041292755636,1.2746819464829913,1.2672197851243066,1.266758110292861,1.3038870094134165,1.2771298298399116,1.3511585726971078,1.3525856097642623,1.3716378477025195,1.341812046290198,1.3020766362030505,1.2981810950233228,1.2602903215605092,1.2910332257069452,1.3032564224745016,1.271366094063818
Roserade,Bullet Seed,Grass Knot,40,1.4469222062442109,1.3854537235145763,1.277553649258114,1.268242691837284,1.3117165030542095,1.2820773337376,1.2677270783210597,1.2660531577904535,1.3818000054398036,1.3094437247888937,1.3119732136952411,1.3028297886971487,1.340004853259314,1.317544604179572,1.323019457523403,1.3047437151818209,1.3413883994681373,1.3013098336672704,1.390595557923812,1.3815487315649337,1.3170085071610775,1.2764006159676375,1.3119330072013233,1.277369115027375,1.3470065960660764,1.3678559396703638,1.2973494712487617,1.2892434247234974,1.3382780960926688,1.2842219608441474,1.2621607298436837,1.2747089284499955,1.2961882069234658,1.2865121124994208,1.3259549761537697,1.2995214068739376,1.3139314382994316,1.283391762740345,1.271161056937067,1.2832004821827843,1.3161688838493018,1.3185053971056855,1.3486892093433835,1.337458577109804,1.3866739069591532,1.3495699218651875,1.3311963906280242,1.3273856677691982,1.2495821737926727,1.2754837044793723,1.309803593890792,1.2945837588666467
Roserade,Bullet Seed,Solar Beam,40,1.7284586137046134,1.5164789862925392,1.3880767205095539,1.3414466251348651,1.393348706725465,1.3772117169456617,1.3303862287086987,1.3349763486796837,1.644973137775438,1.4080378555773967,1.413592948520714,1.3913755155741299,1.464210082715737,1.3970221990984673,1.4138719923460634,1.3851584230725418,1.427922750621757,1.364821769892441,1.5219528523577588,1.4942553601290878,1.3887359061070723,1.3152565087810109,,,1.517170773360992,1.498299773677482,1.371100697170039,1.3752396168150114,1.4256340104390217,1.3652493445515983,1.3522513174140365,1.336287330542936,1.3767649026415347,1.328385414190103,1.3819253197870025,1.3521498971524557,1.3876627491096751,1.3492356801893604,1.3397423723239636,1.337647708471906,1.3965245649913038,1.3979775943859527,1.4588431972791656,1.4301624560369137,1.4453284946502476,1.4102867668163306,1.410730467998563,1.3713080807660027,1.294605861589413,1.3225281358354029,1.4104476818719365,1.380600386801266
Roserade,Poison Jab,Grass Knot,40,1.5877923752080423,1.4992555035900497,1.365408241318247,1.3640205864335573,1.413020596938188,1.3923322043171904,1.3981857493620902,1.4026427120326586,1.4645753786094147,1.36033691312645,1.431917353131752,1.4295541641448677,1.457962688562152,1.428276916048029,1.437165654793553,1.4056902825423678,1.4471726313854651,1.4082122909943846,1.4156507996881342,1.4424427491012375,1.4348073373923969,1.3947739869317308,1.1990119372352785,1.1684533455956414,1.4052006170819027,1.4227258690093638,1.4154339764989994,1.416251414985405,1.4684069771335455,1.4272953359012885,1.4087715485752297,1.427119591004544,1.4378825663432298,1.4278402041601588,1.4198533081880387,1.415693397388829,1.4415853318726788,1.4206969212849438,1.386964756040626,1.4024747002135698,1.4007839977522958,1.3885026040829562,1.4622553082484626,1.4647263748137618,1.5011588901014152,1.463718599926186,1.434920846617795,1.4287083648329342,1.3726499733517057,1.4262222968393607,1.450623198519144,1.4326012104518875
Roserade,Bullet Seed,Leaf Storm,40,1.6224994511007722,1.5149470313968827,1.3488107076317546,1.373462270570006,1.4091016278861026,1.4013003026566528,1.3505701906278698,1.3532558549405433,1.544956827491964,1.442085837705393,1.4071284582933943,1.4244817845274707,1.4701891170122074,1.4358379935547427,1.435896894512468,1.425200142461828,1.44799983755197,1.4249943366121298,1.465928608490404,1.5095654858690324,1.425371260529314,1.3671661692194907,,,1.4875368551878918,1.495632277737466,1.3705039341745395,1.38298433514931,1.4389358133093118,1.367799275743671,1.3540150002153817,1.3606478425997803,1.38801890567987,1.3544776947388395,1.3945702556083102,1.3779082249117374,1.3845843623441214,1.352855898109408,1.3581689760371611,1.379968497940524,1.3798112531869104,1.3791486209539563,1.4361879341389587,1.4253796615913379,1.4758873006833797,1.4316361638121382,1.436715709253364,1.4190369761542438,1.330533523043217,1.3544831753306006,1.4124883602412186,1.3838825042760414
Roserade,Poison Jab,Leaf Storm,40,1.7389417169903396,,1.4934429239768796,1.4743386035903316,1.5355197826264395,1.5244970660230008,1.5016912151144772,1.509188370037381,1.6220161627881293,1.4845021843305157,1.5795636407053777,1.5640110244173904,1.622062498876041,1.5720425816044385,1.5370925661823027,1.5351824627641266,1.5575559272311519,,1.5279173235970611,1.6012250365580767,1.5308727606635955,1.4898176137608743,1.2166529219836317,1.1947752430023464,1.5609680262118237,1.5499002280501708,1.516734568360511,,1.5805647587052403,1.5345702469635412,1.4959108575406486,1.5228759466813138,1.5616471403269374,1.531150923308159,1.5043272363370812,1.4951650967118961,1.5781531626097876,1.5453655142504292,1.4840728310562616,1.5222508367937038,1.5038467141630147,1.4978479438423846,1.6028942472783814,1.6021587167505313,1.6130831228513165,1.5952867318862778,1.5366457892368268,1.5344062577315145,1.472166029973582,1.5301154018790093,1.5819036284430912,1.5507538380981511
Shadow Tangela,Vine Whip,Power Whip,40,1.378139934269842,1.3442580759275005,1.3174253196611363,1.303988939455282,1.3200003864961305,1.2938770914740105,1.3001628480604177,1.3036830945234372,1.3376952465061585,1.2728089436718333,1.2721746073231899,1.2644804547481092,1.3811421680740834,1.3479303016047273,1.325615798742074,1.3108578220866114,1.3135105750013842,1.2726528522976848,1.3336299955515156,1.3247922038093145,1.33073591529078,1.2922416610621688,1.312385649630441,1.2860844518822692,1.3587234030323363,1.3344566315953146,1.295928939784097,1.2694245248272136,1.3569051565763486,1.2733699613614733,1.301957512820708,1.280604439340068,1.3546575698079024,1.27158478779785,1.3350105605318867,1.3050591907733935,1.3416469007531022,1.2838400724548042,1.338525379585341,1.3125363736875109,1.3486871740385553,1.3075482332166835,1.3597672742589437,1.335322438240058,1.4410820451754203,1.331253880394445,1.3582068619410537,1.3210331458510907,1.2973744901176325,1.3096217026207364,1.3211443360199815,1.2818784588321597
Shadow Tangela,Vine Whip,Grass Knot,40,1.399058679214903,1.3468308174107293,1.3383461924584157,1.3098837455777956,1.337226417315637,1.2990075390098204,1.3111543398478227,1.3106723383386425,1.3727850826713233,1.2737310000019357,1.286436956100228,1.267719742623937,1.405081311377395,1.3538598539575175,1.3496015742949894,1.3147084121708459,1.3353600458227106,1.2779708093197844,1.3589206600845436,1.3298804929078571,1.3415466834888354,1.2972850773642313,1.325436350184856,1.2864475267068638,1.3753455065756819,1.3404019168307937,1.3127825232163772,1.2760259511793752,1.3738874439898352,1.274559870644673,1.3179806058642127,1.2831320254755976,1.3672680446445806,1.2754899576623686,1.3419419084688333,1.3079367688771764,1.356879950225778,1.2885315510024677,1.3530454915156693,1.3169401304636883,1.3732354647438518,1.3121679642435942,1.3691269834749935,1.3377529596416324,1.460704951257281,1.3367202107218614,1.3707582076232143,1.3232979439016714,1.307979618609333,1.3144775501513308,1.3351031036094732,1.2825431356400772
Shadow Tangela,Vine Whip,Solar Beam,40,1.6455866846429235,1.4249736256849468,1.4143620734243192,1.3831637227699265,1.3725684371494995,1.3348021077821128,1.361934884064139,1.356892463973745,1.506123156057194,1.3624403808549508,1.3312680593325694,1.311026330086759,1.4579931391542276,1.421185353903534,1.4287550260416835,1.3868173122916825,1.403994549278385,1.3383916033018661,1.4431308090371544,1.3835443189699426,1.393418377988977,1.3191893218331765,1.369993155744185,1.304202132199886,1.4741757951082008,1.4090369199405688,1.3810620458881615,1.3285306308396598,1.4002996627233295,1.313741708927866,1.3658850321693095,1.318873311123602,1.3478425472365911,1.2922964591236636,1.365819545630759,1.3289865682113078,1.3911080108251297,1.3140177425953592,1.393579215959174,1.3388975010671007,1.4062301265044335,1.3507948256932374,1.4189999111277736,1.4005099268202366,1.4813371847943695,1.3864461881725056,1.4089038514861372,1.3581895641445374,1.3250672296595167,1.3501895035627762,1.3270743235766371,1.3290395397616557
Shadow Tangela,Infestation,Power Whip,40,1.606202982912446,1.5705846254128986,1.6186468829706617,1.6798975977548238,1.5151853058239628,1.5193706183548494,1.4742135650197081,1.5036140391975905,1.6030074264271132,1.5471994491337961,1.4976210269698136,1.517268004734379,1.5520892805978108,1.576694803830379,1.4311473930911107,1.44597034272363,1.4128116409471339,1.4254802863283396,1.4475865792380382,1.4772273561050127,1.5275616682928468,1.493134533044811,1.6273320885248679,1.5919666698543873,1.6199170603262172,1.6221071533464635,1.3906538755548472,1.3828920309572394,1.629409033295017,1.547840730359345,1.5242681922915724,1.5199086556082306,1.578209130590391,1.522579390795192,1.5798826170448703,1.5575048846296986,1.5740405866029474,1.5149993303136033,1.6207645146798444,1.6184181255823913,1.439816966062939,1.4302139341118079,1.432058228485266,1.4401557121669706,1.5321918316889012,1.43719472434317,1.4380241622261505,1.427899560134564,1.4560181027217498,1.51063045478965,1.5476360280362924,1.5467304230591201
Shadow Tangela,Infestation,Grass Knot,40,1.638494725600497,1.580148647884264,1.6533210599130943,1.6952089696820676,1.5359887651677484,1.5245000288879331,1.4920379505191526,1.5109038063303333,1.6329570589574305,1.5533571740146028,1.5228833771715378,1.5250401552380783,1.598914084349575,1.5778912908356837,1.4649691852699256,1.4509841477936751,1.4454256826962777,1.4309186393708082,1.4811031314001815,1.4820068544843885,1.5508718284766219,1.5019870898884349,1.6502899563720104,1.5983722590560447,1.658329908471294,1.622671016032618,1.4122770870452168,1.392925785085914,1.66133444668744,1.5562198611444704,1.550050015907265,1.527756568553793,1.6022296159431864,1.5331335326811282,1.6056798204094878,1.563450994025287,1.5978559677536328,1.5161115141901866,1.6399297939624566,1.624727925861373,1.464738130858609,1.4376251163461833,1.4574190758632741,1.4438528954473053,1.5692287967790461,1.4480966911429722,1.4590986935087698,1.4290088049157128,1.4796598402721712,1.5178918795052838,1.5716049354835553,1.5584823904163372
Shadow Tangela,Infestation,Solar Beam,40,2.050960365038627,1.7581961045922285,1.868166060261816,1.8833097694412708,1.6736640773968672,1.6444971944138145,1.5998657520729536,1.6156069801514874,2.0457398945152723,1.7389966631778415,1.6566199028005608,1.6655146769842972,1.7575451208038668,1.6979550388954048,1.6216816608155256,1.5745607112543698,1.6211016337269089,1.5401159198805072,1.6147020546235469,1.564027348499941,1.642690416764379,1.5919297796737872,1.7281168400551372,1.6799265973798305,1.7798736052934583,1.786266347914723,1.515863802879343,1.4688992562842118,1.827890784832689,1.665216505081774,1.6188587861134929,1.6522288081963785,1.689572649944884,1.6324483142612471,1.730386055672075,1.6680229319848316,1.7596261971196603,1.616284280120754,1.7959177141783307,1.7307609372907367,1.5381317716520804,1.4826659009069822,1.5665871795465425,1.5153195566476962,1.6530034537330813,1.5064526212477878,1.5445114982998722,1.5008639010771867,1.5882587492467681,1.587704567748542,1.7206999889342307,1.6684418792547517
Exeggutor,Bullet Seed,Solar Beam,40,1.401159926828742,1.440571193591513,,1.3897446196957397,1.3424952241029158,1.3469075344173798,1.3356491242484778,1.3614162188706105,1.6016525867634976,1.41247070271225,1.3825548289298968,1.376654903584165,1.4600001426110203,1.403907382315576,1.4609771437602013,1.436914155726074,1.4667953978304473,1.4187690779090494,1.37275616683878,1.3871452791929366,1.3681595244172238,1.3489749187599709,1.3546338283741295,1.3316080829524262,1.4908746453657813,1.4542636311806778,1.3994392533719346,1.39120110289087,1.4185973377380443,1.3921877523677497,1.3569385339820508,1.3893845981502693,1.3816985030281472,1.3511147762364024,1.425254514145867,1.3960401652350156,1.3600100006488969,1.3511373592598475,1.3525123249620488,1.3681323666504275,1.3856001198282393,1.347917197948164,1.3894820093487605,1.3953437065742629,1.3966561563879267,1.3866707809809875,1.3839639554702021,1.3684478071387665,1.3529743866769215,1.3725892659118242,1.3972678239805,1.3741475865827302
Exeggutor,Extrasensory,Solar Beam,40,1.5069472562698687,1.5685452062493885,1.3476937176227,1.2788163966534327,1.4383272956026658,1.4461386215863474,1.4138577982005465,1.4393421018486208,1.6955519931129897,1.4533075130554132,1.481975307983817,1.48138436407173,1.587100510318737,1.5003822875714885,1.8127056456953325,1.8282811826129248,1.8590220909647137,1.7917496734130047,1.600546303357492,1.6244601845552562,1.4761093360232118,1.4376482838164761,1.4713147889022806,1.4473860419099371,1.5481537731654529,1.5381616910265712,1.7592106622535704,1.7807624722884607,1.4596587488488095,1.4608959394084964,1.4754334609079607,1.4927482193724002,1.450204979516047,1.4243864877638706,1.5389543065414644,1.5045266592653317,1.4318350809021958,1.440653959732839,1.2522745757834681,1.2537404105831103,1.753338920617779,1.741914699228597,1.6316685349749551,1.625209391041669,1.6102009524849825,1.6162544251546325,1.6218799876205263,1.6198958421251481,1.4488815829840096,1.4577304047293997,1.451117740535568,1.4473658771367415
Exeggutor,Bullet Seed,Seed Bomb,40,1.4747230194671699,1.526528969547655,,,1.4355548469793167,1.4360528318322308,1.4664677173704992,1.4909427346282513,1.5153198011222424,1.48176770329024,1.4739772580573929,1.493401607484654,1.5019342404440637,1.4919057806002225,1.5232199766722139,1.546751614682556,1.4943169186812704,1.490116168858113,1.4869855958688127,1.5127266332098612,1.4942104849741338,1.4691481699121889,1.4995685874964926,1.5007096174503993,1.5128990363444126,1.5425153761100168,1.4719316674451808,1.4914235523881276,1.5368884016273514,1.5238211315730346,1.4647178027830001,1.520951008389917,1.4845026868905036,1.5046850354655215,1.5361021023531503,1.528358670123417,1.5164338907486363,1.5157276873798622,,,1.4930834962315878,1.4948300506387162,1.471424890646086,1.5288861937659979,1.4598757146215005,1.5259587519179942,1.4780775274783031,1.5133480667546422,1.4512583765588987,1.51566890394252,1.472871115406938,1.5154215553665396
Exeggutor,Extrasensory,Seed Bomb,40,1.5604331096367545,1.6300682455042457,1.3902044362914567,1.3720671433143903,1.51914048346089,1.5302207284993534,1.5225848816241003,1.5524115692269016,1.5709338061703073,1.5294731918817452,1.567142354038266,1.5953735518725525,1.591927579433105,1.5862992837017627,1.7894420973765517,1.8745024233221594,1.7573710793603594,1.8170564394033188,1.667240037916023,1.7291234575963508,1.567217751440674,1.5659187019837153,1.5832171805989033,1.5899244167733926,1.5647690642404062,1.5987721787429598,1.7678598551303346,1.8425562708529502,1.5899272674735676,1.5805006558954,1.5361622652825404,1.5945137298562102,1.547407063950156,1.5700759728545244,1.631966160400423,1.634769888049568,1.589570411057206,1.605361848521616,1.3585590585167764,1.3860638341269564,1.8038690085952607,1.8398973653438024,1.6820184600310228,1.7525787228470013,1.6662436853527076,1.7495002401255342,1.6796292950815017,1.732513420007194,1.5451007407067703,1.6146897538640275,1.5307123268903455,1.576392979906064
