Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
Mega Houndoom,Fire Fang,Flamethrower,35,1.294185834822573,1.329295976637823,1.2811006129879707,1.3185269852975066,1.294114067545418,1.3345922443491318,1.3187189075984531,1.3225063979417202,1.3110938712179983,1.3759064998144837,1.29769396975054,1.3361524258495383,1.295680735562498,1.3281960468928826,1.288531355672813,1.3207400996152758,1.3027893806113005,1.3444590864369224,1.4076075116552653,1.3524980095935608,1.3454173050780414,1.356860971052117,1.262132451890728,1.3257594872830036,1.3015758472321195,1.3146710745888996,1.302490379236103,1.3526031159408005,1.30241020975616,1.3024999038991325,1.3100020596953441,1.363885480938863,1.3090644583706357,1.3685877350044764,1.3207350283780002,1.3544450383039373,1.3232863859776316,1.3617967225699146
Shadow Gallade,Low Kick,Close Combat,35,1.5552083759051543,1.5651599647783974,1.5737659584274324,1.5592054201041619,1.549604954508426,1.6126414557303679,1.4943130672974594,1.5398860106696932,1.5463664114412925,1.6335042331433196,1.614054606167747,1.558903162443528,1.5196476074113026,1.5679478950787218,1.574079525267747,1.5563986192695953,1.5026525779361923,1.5406752930154455,1.6982226957827147,1.5839396976166613,1.4926846012903108,1.5479865603986414,1.5328480352577043,1.5877447517157852,1.491408159767637,1.519632693192376,1.56848966721481,1.6374285859596183,1.515075022743872,1.5518624348115782,1.5611505637296605,1.5982788111080266,1.5630483437779767,1.6060877350044762,1.5689725382403095,1.615115420834288,1.5730704850042114,1.6137238386659987
Breloom,Counter,Dynamic Punch,35,1.630323644915717,1.5282070049377119,1.612145457897405,1.5186597225422869,1.713649435158558,1.531959916377948,1.4315232228762595,1.4812733442263561,1.4569012041690557,1.5369978412655578,1.5126379886073462,1.523799646434885,1.4499385226886077,1.5123379937517398,1.550386847620261,1.5091509269551437,1.4654824482492013,1.4964656607455746,1.5909308764522043,1.5576029564962508,1.407266295971302,1.4577125398391428,1.6404462723724937,1.5398036939846589,1.3783296199745627,1.440716302396695,1.4460898164002238,1.502186922542255,1.3842240815960432,1.4375152159706828,1.8199109853403423,1.6485174671120384,1.4771150402864817,1.5491606982990151,1.4446183604387774,1.500012725560561,1.447975861738083,1.5047391596387791
Pheromosa,Low Kick,Focus Blast,50,1.6728942274468424,1.3037417379705967,1.6250541549522974,1.3080057150758169,1.1988811133903245,1.2342163377074602,1.429841413084845,1.2699031250213646,1.2963959253887407,1.2923440820319088,1.4084824199567865,1.2708560204282067,1.2164755328033654,1.230893702248755,1.3175694575639216,1.2369589954703022,1.259899148549227,1.2373493995432348,1.4138500600092687,1.273531357318556,1.4153864340045554,1.3156555897557138,1.2689409231597362,1.2894924976450006,1.2317834946464492,1.245792027854701,1.2441724447759677,1.2479444623391596,1.2119857001909204,1.2137795830503697,1.3219841134802583,1.3220378446631502,1.2777641002685767,1.2885071620411819,1.2613830139217632,1.266982260568578,1.2516179245785932,1.2623543334790444
Volcanion,Incinerate,Overheat,45,1.4002649050911562,1.4672583994976833,1.3895432548278563,1.4518726091164675,1.3372716833354599,1.4554241463582205,1.363749478707331,1.4577188916463277,1.375805309137518,1.4515254494552567,1.3639630720879985,1.45118680023571,1.387937300875375,1.4211447152711187,1.354127765890921,1.4147917408069686,1.352761258260434,1.4313660654805032,1.3418032884287077,1.4095880155746827,1.3866795182475777,1.4513541898730147,1.3285139954245728,1.4249764500067286,1.32045760005773,1.3954501583063477,1.3587146320375676,1.42869615338973,1.3519341901259563,1.4382968363594428,1.3592466888158543,1.4404882373485453,1.3565689346463743,1.4499776186213071,1.36514723473569,1.4159858491766564,1.3783437996438967,1.448263729702643
Terrakion,Double Kick,Sacred Sword,45,1.0796963065616954,1.143007880276274,1.071973083836475,1.1333732774116236,1.0729533699098022,1.1539313160658378,1.0812418957505818,1.1494554628053408,1.1349082537862176,1.1985108105373223,1.1122624238852878,1.1766788450206247,1.0818614865909864,1.1298079897305824,1.094404585641751,1.1377113090138498,1.1432505547478147,1.205777805873114,1.059834984413434,1.111391462443704,1.0829949942486143,1.1394335908196065,1.0566293231059076,1.1352694792087203,1.060717926051542,1.126829994317208,1.1228575787885466,1.1887958363707258,1.0532783209256436,1.1006624553130966,1.1107131023489483,1.1753248497765678,1.1216987466427932,1.2041629364368844,1.109083505128401,1.1634089231630653,1.1329097054151163,1.1865917499173713
Shadow Magmortar,Fire Spin,Fire Blast or Fire Punch,45,1.2717339208554241,1.3024190701942762,1.2575637184864266,1.2897303774715398,1.2147182663146427,1.2774917310353626,1.2456285479236031,1.2976279189540876,1.244358619759166,1.286222046075488,1.2677132194067964,1.300115497937537,1.2552371709610566,1.290787682885335,1.263670007190694,1.278339901614904,1.2833630765689759,1.3106668806234572,1.2253179699042622,1.268338476041844,1.312166112745343,1.323346078828081,1.2463119028394563,1.2842315973624008,1.2257895021693832,1.237529428744103,1.2534965331344194,1.2885127231423872,1.249234396422485,1.2781927911535949,1.2628798122990679,1.2909006241772414,1.2740487914055507,1.315006714413608,1.2707363009340562,1.3150848794889416,1.260904331879778,1.2936786327337861
Darmanitan,Fire Fang,Overheat,45,1.2559064918466447,1.2702756424784416,1.2510688113564086,1.25151126883901,1.2245369870542857,1.278072766888808,1.280736897038146,1.3025275003247399,1.2622609370256686,1.3261502006948425,1.2804509919465723,1.3129664113140838,1.2767058987286957,1.2914971851897676,1.2570768291236287,1.257810543519808,1.2397029242382247,1.2701950086474203,1.2223115649545868,1.2611848958849088,1.3657858484089347,1.3013566904754326,1.2729486273718207,1.2983952361727897,1.2954330197274064,1.260993496360307,1.2550561988234696,1.2789767236848797,1.2695821534282383,1.298489294363364,1.2361306384160047,1.290479729911254,1.2519919427036705,1.308325872873769,1.2596268865643532,1.291860731465221,1.2662991907711663,1.3014937148827739
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,40,1.3535182591314234,1.4191667936080965,1.4345909572751994,1.4882628934875788,1.3486156231903972,1.4284805716136504,1.508911540906947,1.6050755105249845,1.5352270044186593,1.656664249333828,1.3732893341190335,1.4239607149872324,1.3321495406600885,1.4017020322311238,1.376736713691755,1.4194371341496455,1.5169844411270337,1.6088594320095566,1.3075564146541445,1.3821421922593984,1.4199761760787826,1.5077473209455003,1.357875790606917,1.4510496568429552,1.3990221989698812,1.482674249736156,1.366394290267347,1.4359350365334735,1.4161808233922326,1.4921005086939252,1.371398891346593,1.4530344685538252,1.3922000895255149,1.481636078782453,1.3652490392201777,1.426051767580362,1.4985126821831054,1.5708954826053116
Machamp,Counter,Dynamic Punch,35,1.4351744175246048,1.4887034511969028,1.427943033599115,1.4699691201548601,1.4665992717422243,1.525460559247009,1.4484598222933232,1.5142144831625317,1.4713335244712786,1.555895200188889,1.5419776075427225,1.5581677470045179,1.4181655788920164,1.4864595255034179,1.4377770650545452,1.475993187146964,1.436457264562434,1.4974625048829153,1.3906029050031488,1.4716490863935419,1.4357936230091795,1.5070744315676048,1.4470966222581079,1.522772002422285,1.4084078260163628,1.4804755504640947,1.4697814772746538,1.546942546662824,1.3887087887446665,1.4586445933651961,1.4671926352458649,1.5391028683496468,1.482576096687556,1.5734668755595345,1.4519864600035632,1.5158814995800567,1.4537652063586834,1.503417099357095
Chandelure,Fire Spin,Overheat,35,1.3961668641999159,1.4036291625952524,1.3874544867954095,1.4034991012582385,1.3489159559119417,1.3843512911362588,1.3838423200771173,1.4167789012631806,1.3710535635983403,1.4278763449927478,1.4144773129051267,1.4084022785307406,1.3775963531194901,1.4112948127068576,1.365915524722953,1.3779361390220362,1.3327481939291381,1.3817410571734687,1.536605653942589,1.3862576794039474,1.5812718518552196,1.49936802957076,1.3988065199838515,1.433732001076571,1.4498809319778823,1.397024201477526,1.4045721938732263,1.4056826080322782,1.4318260446164295,1.438130261522494,1.3889331673636796,1.396733144080167,1.3886974037600717,1.4510071620411817,1.4058308518490241,1.4012496500470846,1.4174511957182305,1.430128047935347
Shadow Charizard,Fire Spin,Blast Burn,40,1.2673219321352538,1.2622188866555453,1.2672811909480572,1.254608471217219,1.234461707578003,1.270709707813558,1.448744681675338,1.3111416480368632,1.2402308833946099,1.2794127567713427,1.2536161854252603,1.2725924179925359,1.4607299174116117,1.3015404126326209,1.207220862678248,1.218421357093378,1.2207953033242727,1.2495887004880484,1.2162631059846867,1.230546500251524,1.4481716049775626,1.3439760487753867,1.2414883595747543,1.2678349145471672,1.1848373188046293,1.215876187297607,1.2414599827080544,1.2805363893739299,1.3935650859141755,1.2441602706200428,1.3035901385369,1.3016737263470854,1.2431289167412714,1.2973366159355417,1.2642208139268536,1.2809294749433713,1.2613734500442464,1.276801040589383
Reshiram,Fire Fang,Fusion Flare,45,1.1560227825809113,1.1657031502528301,1.1421579020141033,1.1529096188413144,1.1370243505059527,1.173062314132323,1.1004573702237628,1.1478420192656098,1.1181611967484062,1.159898134718521,1.1069542329601256,1.1545519544293852,1.0935247765164404,1.1385694732283709,1.137838720495821,1.1410020400482113,1.1230786437084548,1.1669543737144357,1.1064283196216445,1.1437687405183374,1.144893997190232,1.1721823893938084,1.1267536334275334,1.157318160409097,1.058492165865363,1.1004140319860005,1.0983097970739315,1.1461677996846762,1.1176402752328845,1.1360916417872198,1.1471786651383131,1.1903606257891768,1.1138205013428828,1.1742614145031334,1.1337838181771909,1.1529485123819705,1.1376222106127323,1.1602465002718754
Reshiram,Fire Fang,Overheat,45,1.2320743220398807,1.2500009288397305,1.21957136931373,1.231609899986173,1.2115951986023732,1.2468047935457909,1.1733221212680573,1.2215978104568461,1.18815984753938,1.2327638546901878,1.1802710665880967,1.2290834806521311,1.1768883974140865,1.2117816047511523,1.210895292658316,1.2219815560896097,1.1932240532817244,1.241852217451418,1.188440986924713,1.2089431634985204,1.215129099283009,1.2564435977758277,1.2056671376665322,1.2381408962454583,1.139853059236341,1.1799595890349177,1.178030752538695,1.2280163425839592,1.2049895570390683,1.2091539279627899,1.251130593640019,1.2768767854424314,1.2116047448522829,1.2618173679498657,1.2186378559975568,1.243898093711028,1.1986502190995063,1.2304436365187168
Reshiram,Dragon Breath,Fusion Flare,45,1.5084803067400325,1.547972714404075,1.7898972208139374,1.8286878370281605,1.522963675444365,1.6005339248383013,1.7085979676992251,1.8192510249240565,1.7559365197153167,1.8809154383242823,1.6679285012767628,1.771469652327637,1.5926548145627764,1.6945292925856041,1.5147248131664388,1.514401158712236,1.6983582058102236,1.7963536576075416,1.6998348259731204,1.8035062841389362,1.6204994839665918,1.6803639058500455,1.4937256089355404,1.5363090431974162,1.585086279214512,1.6524905061292972,1.427695933002187,1.4834370284978047,1.6717835039657625,1.689453250131338,1.488917943528527,1.5698908361467578,1.513921217547001,1.6071284691136976,1.5314957623883332,1.5860247893919728,1.8070431695329077,1.8715789024767306
Reshiram,Dragon Breath,Overheat,45,1.5679093303808613,1.6094024588245346,1.8085615522883347,1.8648753283864128,1.57752215689931,1.663735314613248,1.7640726231902886,1.8738391980182905,1.7956074813640501,1.9295544237190945,1.7018943233156552,1.8334142604596346,1.6541398589501686,1.7528998731788796,1.5561071838108333,1.5951361032882414,1.7520419095967725,1.8575112610969824,1.789199123825066,1.8413695580703553,1.643407275389071,1.729455277862394,1.54595612972682,1.6320397658457813,1.6384165757119276,1.7181132228646685,1.4919558546798446,1.5628443555359655,1.7404123367886934,1.765257614392066,1.5511565637117501,1.612284739448539,1.5591427931960609,1.6666069829901522,1.5771932503626787,1.5988139777557202,1.8537524122269253,1.9154307890780762
Blaziken,Counter,Blast Burn,50,1.2740857430532075,1.303660000074307,1.2630575655620593,1.288296077798774,1.2444492427885796,1.2836338296347916,1.2573715910877756,1.2924731035771502,1.2590312679191822,1.3153691773197962,1.2594743665291692,1.2885044195639364,1.237834065390207,1.2628232391970058,1.253153434178789,1.2751970850596124,1.2546037179854996,1.2960837802923104,1.2424176407445109,1.2716102685167212,1.2674007829158842,1.2962350020686801,1.2584737922217737,1.2962589153545956,1.2407429122955773,1.2379218119988094,1.2545984708495093,1.301905504602709,1.255423292287585,1.2539753725510296,1.2606141474204555,1.3019692478529914,1.2494068934646374,1.321911369740376,1.2742231045277546,1.2902700363951032,1.2637403644195195,1.2985084174725192
Mega Lopunny,Double Kick or Low Kick,Focus Blast,30,1.6030380489907228,1.5095131765204177,1.5844218094667464,1.4917527768815966,1.5207062726353706,1.4745924406450284,1.5007212639552612,1.466599667740017,1.4835396498802575,1.531917226026242,1.811070516597918,1.5757187193085838,1.498482399703053,1.5194040180642767,1.5611831400925855,1.489137072787104,1.4815437954962096,1.4964867322476647,1.9092929204906894,1.651470920260951,1.4779674194237702,1.467378504821616,1.5594090633831248,1.5180325662764096,1.4374892883881618,1.4612510260596603,1.457134622883008,1.4860562496821332,1.4633343156977563,1.4474584523916303,1.5956012071605756,1.5729714239658987,1.4534691136974038,1.4963406445837064,1.474727036725968,1.496933139904813,1.4402673973537472,1.4627850692482383
Conkeldurr,Counter,Dynamic Punch,35,1.3633212336477765,1.438014809420664,1.361008434345762,1.4276296262156059,1.339939344568002,1.4319294905140008,1.3650005811131394,1.4339342726856317,1.4157587614261138,1.4969474145782034,1.4096625417403261,1.465747397367904,1.3764557363357977,1.4527784651551239,1.3943795426952947,1.4502502097895953,1.3980763339476487,1.4694568577203553,1.3440531408811656,1.419946051073235,1.3304159638458355,1.3927946277966963,1.337589153545956,1.4329876530749563,1.2977625134177033,1.3771366846772084,1.3898994693746078,1.4611609337650668,1.311123355073485,1.378547723690786,1.3790287193172557,1.4592045993892555,1.4062779767233662,1.4863809310653537,1.3872006311878038,1.45356442951312,1.4023861055729105,1.474662288230465
Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,35,1.5260576698011912,1.4598091048585748,1.5105203484352674,1.4450089874176153,1.3838899957796382,1.4129025292726256,1.3689931702114568,1.4149922632191847,1.423010759941984,1.4577571086450567,1.388173639756433,1.4331408367707719,1.4114282068730861,1.427835689319187,1.4417400014937898,1.4162372021024359,1.4175755778049006,1.4404284322640357,1.3978238222933441,1.4502794491030295,1.39127153359673,1.4167708584340772,1.3917457273583635,1.408049892342888,1.3853767330260416,1.384339397984864,1.4012748571719191,1.431993490091037,1.4082877388106556,1.405058749663647,1.4273778287228993,1.4726642607036995,1.4092547000895255,1.451544315129812,1.4265353388816777,1.448957776590059,1.438785410425085,1.4489887305022764
Moltres,Fire Spin,Overheat,35,1.5119002946279625,1.504317247067653,1.5009780153938332,1.4845462506337281,1.4320433421339327,1.4954626203539216,1.4327560942816189,1.516996989606051,1.4687784598778963,1.5138757715789117,1.4124172068355922,1.4699823217442545,1.4322744285316589,1.4699437811253053,1.4345961715046416,1.4631275564674506,1.4305766945945113,1.4840837219404583,1.453547280570068,1.4713044787115632,1.7341609569578125,1.6203017090480887,1.4550489503431572,1.486336798546629,1.3562276183689486,1.4155519073434302,1.4376896604336549,1.4821062267957346,1.3808541445100777,1.4409364068526325,1.5267715618759348,1.5615177268127558,1.4352618621307074,1.5135071620411817,1.429576747855743,1.4843602860706016,1.4390519548367149,1.4656957342232364
Ho-Oh,Incinerate,Sacred Fire++,50,1.247169825340977,1.3490022403614301,1.242958934414896,1.3356242798543576,1.2245742832746083,1.3393740123862712,1.2425361144724518,1.3484513904556157,1.2816389516645865,1.3648261206867474,1.2456051856216854,1.3395309369475545,1.2669313928670853,1.3223209038324724,1.2326562950791342,1.3074395124973088,1.263863832711724,1.3382365097812292,1.185284063677162,1.290908298707523,1.2888195792622767,1.3477337722269456,1.2208905261741354,1.3343552348270757,1.1907816996058127,1.2866855792388667,1.2548019055046027,1.3568243850339905,1.1883577002421741,1.2810758171777097,1.2729185883027214,1.3691959128480213,1.2738249776186212,1.37996866606983,1.241912906263521,1.317871777251788,1.266938897359078,1.3343426481720384
